Name,Industry
Leonardo,Manufacturing
Leonardo,Manufacturing
Leroy Seafood,Food
Leslie's,Others
Levi Strauss,Consumer Goods & Clothing
Lexicon Pharmaceuticals,Pharma & Healthcare
LexinFintech Holdings,Banks & Finance
Lexington Realty Trust,Construction & Real Estate
LG Chem,Chemicals
LG Corp,Manufacturing
LG Display,Manufacturing
LG Electronics,Tech & Software
LG Energy Solution,Electricity
LG Household &amp; Health Care,Others
LGI Homes,Others
LHC Group,Others
Li Auto,Manufacturing
LianBio,Pharma & Healthcare
LianBio,Pharma & Healthcare
Liberty Bancshares,Banks & Finance
Liberty Bancshares,Banks & Finance
Liberty Broadband,Others
Liberty Global,Media & telecommunication
Liberty Latin America,Others
Liberty Media,Entertainment
Liberty Media,Media & telecommunication
Liberty Oilfield Services,"Oil, Gas & Mining"
Liberty TripAdvisor Holdings,Others
LIC Housing Finance,Banks & Finance
Li-Cycle,Others
Lifco,Others
Life Storage,Others
LifeStance Health Group,Pharma & Healthcare
LifeStance Health Group,Tech & Software
Lifetime Brands,Others
Lifeway Foods,Food
Ligand Pharmaceuticals,Pharma & Healthcare
Lightning eMotors,Manufacturing
LightPath Technologies,Others
Lightspeed POS,Tech & Software
Lightspeed POS,Tech & Software
Lightspeed POS,Tech & Software
Lightwave Logic,Tech & Software
Lilium,Manufacturing
Lilium,Manufacturing
Lilium,Manufacturing
Limoneira,Construction & Real Estate
Lincoln Electric,Manufacturing
Lincoln National Corporation,Banks & Finance
Lincoln National Corporation,Banks & Finance
Lincoln National Corporation,Banks & Finance
Linde,Chemicals
Lindsay Corporation,Others
Lindt,Food
Lineage Cell Therapeutics,Pharma & Healthcare
Link REIT,Construction & Real Estate
Link REIT,Banks & Finance
Lion Corp,Consumer Goods & Clothing
Lion Electric,Manufacturing
Lipocine,Pharma & Healthcare
Liquid Media Group,Media & telecommunication
Liquidity Services,Tech & Software
Liquidity Services,Tech & Software
Lithia Motors,Manufacturing
Lithium Americas,"Oil, Gas & Mining"
Littelfuse,Others
LivaNova,Pharma & Healthcare
Live Nation,Entertainment
Live Oak Bank,Banks & Finance
Live Oak Bank,Banks & Finance
Livent,Chemicals
LivePerson,Tech & Software
LivePerson,Tech & Software
LiveRamp,Others
LKQ Corporation,Others
Lloyds Banking Group,Banks & Finance
Lloyds Banking Group,Banks & Finance
LMP Automotive Holdings,Manufacturing
loanDepot,Banks & Finance
Loblaws,Retail
Localiza,Others
Locaweb,Tech & Software
Lockheed Martin,Manufacturing
Lockheed Martin,Manufacturing
Lockheed Martin,Manufacturing
Lockheed Martin,Manufacturing
Lodha Group,Construction & Real Estate
Loews Corporation,Others
Logan Ridge Finance,Banks & Finance
Logitech,Others
Loma Negra,Others
London Stock Exchange,Banks & Finance
Longeveron,Pharma & Healthcare
Longeveron,Pharma & Healthcare
Longfor Group,Banks & Finance
LONGi Green Energy Technology,Electricity
Lonza,Pharma & Healthcare
Lonza,Pharma & Healthcare
Loop Industries,Chemicals
L'Or√©al,Consumer Goods & Clothing
Lordstown Motors,Manufacturing
LOTTE Chemical,Chemicals
Louisiana-Pacific,Others
LoveSac,Others
Lowe's Companies,Retail
LPL Financial,Banks & Finance
LSB Industries,Chemicals
LSI Industries,Manufacturing
LTC Properties,Construction & Real Estate
LTC Properties,Banks & Finance
Luby's,Food
Luby's,Food
Lucid Motors,Manufacturing
Lufax,Banks & Finance
Lufax,Tech & Software
Lufax,Tech & Software
Lufthansa,Courier & transportation
Lufthansa,Courier & transportation
Lukoil,"Oil, Gas & Mining"
lululemon athletica,Retail
lululemon athletica,Consumer Goods & Clothing
Lulu's Fashion Lounge,Retail
Lulu's Fashion Lounge,Consumer Goods & Clothing
Lulu's Fashion Lounge,Tech & Software
Lumax Industries,Manufacturing
Lumber Liquidators,Retail
Lumen,Tech & Software
Lumen,Media & telecommunication
Lument Finance Trust,Construction & Real Estate
Lument Finance Trust,Banks & Finance
Lumentum,Others
Luminar Technologies,Tech & Software
Lumos Pharma,Pharma & Healthcare
Lumos Pharma,Pharma & Healthcare
Luna Innovations,Manufacturing
Lundbeck,Pharma & Healthcare
Lundbergf√∂retagen,Banks & Finance
Lundin Energy,"Oil, Gas & Mining"
Lupin Limited,Pharma & Healthcare
Lupin Limited,Pharma & Healthcare
Luther Burbank,Banks & Finance
Luther Burbank,Banks & Finance
Luxshare Precision,Manufacturing
LVMH,Consumer Goods & Clothing
LVMH,Consumer Goods & Clothing
Lyell Immunopharma,Pharma & Healthcare
Lyell Immunopharma,Pharma & Healthcare
Lyft,Tech & Software
Lynas,"Oil, Gas & Mining"
LyondellBasell,Chemicals
M&T Bank,Banks & Finance
M&T Bank,Banks & Finance
M/I Homes,Construction & Real Estate
M√©liuz,Banks & Finance
M√©liuz,Tech & Software
Maaden,"Oil, Gas & Mining"
Macatawa Bank,Banks & Finance
Macatawa Bank,Banks & Finance
Macerich,Construction & Real Estate
Macerich,Banks & Finance
Mack-Cali,Construction & Real Estate
Mack-Cali,Banks & Finance
MACOM,Others
Macquarie,Banks & Finance
Macquarie,Banks & Finance
Macquarie,Banks & Finance
Macquarie Infrastructure,Others
Macy's,Retail
Madison Square Garden,Others
Madras Rubber Factory,Manufacturing
Madrigal Pharmaceuticals,Pharma & Healthcare
Maersk,Courier & transportation
MAG Silver,"Oil, Gas & Mining"
Magazine Lu√≠za,Retail
Magellan Health,Others
Magellan Midstream Partners,"Oil, Gas & Mining"
Magic Software,Others
Magna International,Manufacturing
Magnachip,Tech & Software
Magnachip,Tech & Software
Magnit,Others
Magnite,Others
Magnolia Oil &amp; Gas,"Oil, Gas & Mining"
Mahanagar Gas,"Oil, Gas & Mining"
Mahanagar Telephone Nigam,Media & telecommunication
Mahindra &amp; Mahindra,Manufacturing
Mahindra CIE,Others
Mahindra Lifespaces,Construction & Real Estate
Mahindra Logistics,Others
Maiden Holdings,Banks & Finance
Mail.ru Group,Others
Main Street Capital,Banks & Finance
Mainfreight,Courier & transportation
Mainova,Electricity
Mainz Biomed,Pharma & Healthcare
MakeMyTrip,Tech & Software
Makita,Manufacturing
Makkah Construction &amp; Development,Construction & Real Estate
Malibu Boats,Others
Mallinckrodt Pharmaceuticals,Pharma & Healthcare
Mallinckrodt Pharmaceuticals,Pharma & Healthcare
Mallplaza,Construction & Real Estate
Malvern Bancorp,Banks & Finance
Malvern Bancorp,Banks & Finance
Mammoth Energy Services,Others
Manchester United,Others
Mandarin Oriental,Entertainment
Mandiant,Tech & Software
Mandiant,Tech & Software
Mangalam Cement,Others
Mangalore Chemicals and Fertilizers,Chemicals
Manhattan Associates,Others
Manhattan Bridge Capital,Construction & Real Estate
Manhattan Bridge Capital,Banks & Finance
MannKind Corp,Pharma & Healthcare
MannKind Corp,Pharma & Healthcare
ManpowerGroup,Others
ManTech,Others
Manulife Financial,Banks & Finance
Manulife Financial,Banks & Finance
Mapfre,Banks & Finance
Mapfre,Banks & Finance
Mapletree Commercial Trust,Construction & Real Estate
Mapletree Commercial Trust,Banks & Finance
Mapletree Industrial Trust,Construction & Real Estate
Mapletree Industrial Trust,Banks & Finance
Mapletree Logistics Trust,Construction & Real Estate
Mapletree Logistics Trust,Banks & Finance
Mapletree North Asia Commercial Trust,Construction & Real Estate
Mapletree North Asia Commercial Trust,Banks & Finance
MapmyIndia,Tech & Software
MapmyIndia,Tech & Software
Marathon Digital Holdings,Tech & Software
Marathon Oil,"Oil, Gas & Mining"
Marathon Petroleum,"Oil, Gas & Mining"
Maravai LifeSciences,Pharma & Healthcare
Maravai LifeSciences,Pharma & Healthcare
Marcus &amp; Millichap,Construction & Real Estate
Marcus Corporation,Entertainment
Marcus Corporation,Entertainment
Marel,Food
Marico,Consumer Goods & Clothing
Marin Software,Tech & Software
Marin Software,Tech & Software
Marine Products Corporation,Others
MarineMax,Others
Marinus Pharmaceuticals,Pharma & Healthcare
Marinus Pharmaceuticals,Pharma & Healthcare
Markel,Banks & Finance
Markel,Banks & Finance
MarketAxess,Banks & Finance
Markforged,Tech & Software
Marks &amp; Spencer,Others
Marksans Pharma,Pharma & Healthcare
Marlin Business Services,Banks & Finance
Marpai,Pharma & Healthcare
Marpai,Tech & Software
Marpai,Tech & Software
Marqeta,Banks & Finance
Marqeta,Tech & Software
Marriott International,Entertainment
Marriott Vacations Worldwide,Entertainment
Marrone Bio Innovations,Others
Marsh & McLennan Companies,Banks & Finance
Marsh & McLennan Companies,Tech & Software
Marten Transport,Courier & transportation
Martin Marietta,Others
Martin Midstream Partners,"Oil, Gas & Mining"
Marubeni,Others
Maruti Suzuki India,Manufacturing
Maruti Suzuki India,Manufacturing
Maruzen,Retail
Marvell Technology Group,Tech & Software
Marvell Technology Group,Tech & Software
Marvell Technology Group,Manufacturing
Marvelous,Tech & Software
Marvelous,Entertainment
Masco,Others
Masimo,Pharma & Healthcare
Masonite,Others
MasTec,Manufacturing
Mastek,Tech & Software
Mastek,Tech & Software
Mastercard,Banks & Finance
MasterCraft Boat,Others
Matador Resources,"Oil, Gas & Mining"
Match Group,Others
Materialise NV,Tech & Software
Materialise NV,Tech & Software
Materion,Others
Matinas BioPharma,Pharma & Healthcare
Matrix Service,Tech & Software
Matrix Service,Manufacturing
Matson,Others
Mattel,"Oil, Gas & Mining"
Matterport,Tech & Software
Matterport,Tech & Software
Matthews International Corporation,Manufacturing
Maverix Metals,"Oil, Gas & Mining"
Max Financial Services,Banks & Finance
Max Financial Services,Banks & Finance
Maxar Technologies,Manufacturing
Maxeon Solar Technologies,Manufacturing
Maximus,Others
MaxLinear,Others
Maybank,Banks & Finance
Mayora,Others
Mayr-Melnhof,Others
Maytronics,Others
Mazda,Manufacturing
Mazda,Manufacturing
MBIA,Banks & Finance
MBIA,Banks & Finance
McAfee,Tech & Software
McAfee,Tech & Software
McCormick & Company,Food
McDonald,Food
McDonald,Food
McDonald's Japan,Food
McDonald's Japan,Food
McGrath RentCorp,Construction & Real Estate
McKesson,Pharma & Healthcare
MDC Holdings,Others
MDU Resources,Others
MDxHealth,Pharma & Healthcare
Mechel PAO,"Oil, Gas & Mining"
MediaAlpha,Tech & Software
MediaTek,Tech & Software
MediaTek,Tech & Software
Medical Properties Trust,Construction & Real Estate
MediciNova,Pharma & Healthcare
MediciNova,Pharma & Healthcare
Medifast,Others
Mednax,Others
Medpace,Others
Medtronic,Pharma & Healthcare
MEG Energy,"Oil, Gas & Mining"
Megacable Holdings,Media & telecommunication
Meggitt,Others
Meiji Holdings,Others
MeiraGTx,Pharma & Healthcare
MeiraGTx,Pharma & Healthcare
Meitetsu,Courier & transportation
Meitetsu,Courier & transportation
Meituan,Tech & Software
Meituan,Tech & Software
Melco International Development,Banks & Finance
Melco International Development,Entertainment
Melco International Development,Entertainment
Melco Resorts &amp; Entertainment,Entertainment
Melco Resorts &amp; Entertainment,Entertainment
Melisron,Construction & Real Estate
Membership Collective,Others
Mengniu Dairy,Food
Mensch und Maschine,Others
MEP Infrastructure,Others
MercadoLibre,Tech & Software
MercadoLibre,Tech & Software
Mercari,Tech & Software
Mercari,Tech & Software
Mercedes-Benz,Manufacturing
Mercedes-Benz,Manufacturing
Mercer International,Others
Merck,Pharma & Healthcare
Merck,Pharma & Healthcare
Merck KGaA,Pharma & Healthcare
Merck KGaA,Chemicals
Mercury General,Others
Mercury NZ,Electricity
Mercury Systems,Others
Merdeka Copper Gold,"Oil, Gas & Mining"
Meredith Corp,Media & telecommunication
Meridian Bioscience,Others
Meridian Energy,"Oil, Gas & Mining"
Merit Medical,Others
Meritage Homes,Construction & Real Estate
Meritor,Manufacturing
Merlin Properties,Construction & Real Estate
Merrimack Pharmaceuticals,Pharma & Healthcare
Merrimack Pharmaceuticals,Pharma & Healthcare
Mersana Therapeutics,Pharma & Healthcare
Merus,Pharma & Healthcare
Merus,Pharma & Healthcare
Mesa Air,Courier & transportation
Mesa Air,Courier & transportation
Mesa Laboratories,Others
Mesoblast,Pharma & Healthcare
Mesoblast,Pharma & Healthcare
Meta (Facebook),Tech & Software
Meta Financial Group,Banks & Finance
Meta Financial Group,Banks & Finance
Meta Materials,Others
Methanex,Chemicals
Methode Electronics,Others
MetLife,Banks & Finance
Metro,Retail
Metro AG,Retail
MetroCity Bankshares,Banks & Finance
MetroCity Bankshares,Banks & Finance
Metromile,Banks & Finance
Metrovacesa,Construction & Real Estate
Metrovacesa,Construction & Real Estate
Mets‰ Board,Others
Mets‰ Board,Others
Metso Outotec (Mo Group),"Oil, Gas & Mining"
Mettler-Toledo,Manufacturing
MFA Financial,Construction & Real Estate
MFA Financial,Banks & Finance
MFHC,Banks & Finance
MFHC,Banks & Finance
MGE Energy,"Oil, Gas & Mining"
MGIC Investment,Banks & Finance
MGM Growth Properties,Construction & Real Estate
MGM Growth Properties,Banks & Finance
MGM Resorts,Entertainment
MGM Resorts,Entertainment
Michelin,Manufacturing
Micro Focus,Tech & Software
Micro Focus,Tech & Software
Microbot Medical,Others
Microchip Technology,Tech & Software
Microchip Technology,Tech & Software
Micron Technology,Tech & Software
Micron Technology,Tech & Software
Microsoft,Tech & Software
Microsoft,Tech & Software
MicroStrategy,Tech & Software
MicroStrategy,Tech & Software
Microvast,Electricity
Microvision,Tech & Software
MICT,Banks & Finance
Mid-America Apartment Communities,Construction & Real Estate
Middleby,Others
Middlefield Banc,Banks & Finance
Middlefield Banc,Banks & Finance
Middlesex Water Company,Others
Midea,Manufacturing
MidWestOne Financial Group,Banks & Finance
MidWestOne Financial Group,Banks & Finance
Milestone Pharmaceuticals,Pharma & Healthcare
Milestone Pharmaceuticals,Pharma & Healthcare
Miller Industries,Manufacturing
MillerKnoll,Others
Millicom,Media & telecommunication
Millicom,Media & telecommunication
Mimecast,Others
Mind Medicine,Pharma & Healthcare
Mind Medicine,Pharma & Healthcare
Minda Industries,Manufacturing
Mindray,Pharma & Healthcare
Mindray,Manufacturing
Mindtree,Tech & Software
MinebeaMitsumi,Others
Minera Valpara√≠so,Electricity
Minerals Technologies,"Oil, Gas & Mining"
Minerva Neurosciences,Pharma & Healthcare
Minerva Neurosciences,Pharma & Healthcare
Minerva Surgical,Pharma & Healthcare
MINISO Group,Retail
Miramar Hotel and Investment,Banks & Finance
Miramar Hotel and Investment,Entertainment
Mirati Therapeutics,Others
Mirion Technologies,Manufacturing
Mirum Pharmaceuticals,Pharma & Healthcare
Mirum Pharmaceuticals,Pharma & Healthcare
Mirvac Group,Construction & Real Estate
Mirvac Group,Banks & Finance
Mirza International,Others
MISC Berhad,Courier & transportation
Mishra Dhatu Nigam,Others
Missfresh,Food
Missfresh,Retail
Missfresh,Tech & Software
Missfresh,Tech & Software
Mission Produce,Food
Mister Car Wash,Others
Mister Spex,Tech & Software
Mister Spex,Tech & Software
MISTRAS Group,Tech & Software
MISTRAS Group,Manufacturing
Mitek Systems,Tech & Software
Mitek Systems,Tech & Software
Mitra Keluarga,Pharma & Healthcare
Mitsubishi Chemical Holdings,Chemicals
Mitsubishi Corporation,Manufacturing
Mitsubishi Electric,Manufacturing
Mitsubishi Heavy Industries,Manufacturing
Mitsubishi UFJ Financial,Banks & Finance
Mitsubishi UFJ Financial,Banks & Finance
Mitsui Bussan,Banks & Finance
Mitsui O.S.K. Lines,Courier & transportation
Mixi,Tech & Software
Mixi,Entertainment
Mizrahi-Tefahot,Banks & Finance
Mizrahi-Tefahot,Banks & Finance
Mizuho Financial Group,Banks & Finance
Mizuho Financial Group,Banks & Finance
MKS Instruments,Manufacturing
MM Forgings,Others
MMTC,Others
Mobile TeleSystems,Others
Model N,Tech & Software
Model N,Tech & Software
Moderna,Pharma & Healthcare
Moderna,Pharma & Healthcare
Modine Manufacturing,Others
Modiv,Construction & Real Estate
Modiv,Banks & Finance
ModivCare,Pharma & Healthcare
Moelis &amp; Company,Banks & Finance
Mogo,Banks & Finance
Mohawk Industries,Manufacturing
MOIL,"Oil, Gas & Mining"
MOL Group,"Oil, Gas & Mining"
Molecular Partners,Pharma & Healthcare
Molecular Partners,Pharma & Healthcare
Molina Healthcare,Banks & Finance
Molina Healthcare,Pharma & Healthcare
Molson Coors,Food
Molson Coors,Alcohol & Tobacco
Momentive Global,Tech & Software
Momentive Global,Tech & Software
Momo,Others
Monarch Casino &amp; Resort,Entertainment
Moncler,Others
monday.com,Tech & Software
monday.com,Tech & Software
Mondelez,Food
Mondi,Manufacturing
MONETA Money Bank,Banks & Finance
MONETA Money Bank,Banks & Finance
MoneyGram,Banks & Finance
MongoDB,Tech & Software
MongoDB,Tech & Software
Monmouth,Construction & Real Estate
Monmouth,Banks & Finance
Monolithic Power Systems,Tech & Software
Monotaro,Tech & Software
Monotaro,Tech & Software
Monro,Others
Monster Beverage,Food
Montrose Environmental,Others
Moody's,Banks & Finance
Morgan Stanley,Banks & Finance
Morgan Stanley,Banks & Finance
Morgan Stanley,Banks & Finance
Morningstar,Banks & Finance
Morphic Therapeutic,Pharma & Healthcare
Morphic Therapeutic,Pharma & Healthcare
Morphosys,Others
Motherson Sumi Systems,Manufacturing
Motorcar Parts of America,Others
Motorola Solutions,Tech & Software
Movado,Others
Mowi,Others
MP Materials,"Oil, Gas & Mining"
Mphasis,Tech & Software
MPLX,"Oil, Gas & Mining"
MPS Limited,Others
Mr. Cooper Group,Others
MRC Global,Others
MS&amp;AD Insurance,Banks & Finance
MSA Safety,Others
MSC Industrial Direct,Others
MSCI,Banks & Finance
MSG Sports,Others
MSTC Limited,Tech & Software
MSTC Limited,Tech & Software
MTR Corporation,Courier & transportation
MTU Aero Engines,Manufacturing
MTY Food Group,Food
MTY Food Group,Food
Mueller Industries,Manufacturing
Mueller Water Products,Others
Mullen Automotive,Manufacturing
Multi Commodity Exchange,Others
MultiPlan,Pharma & Healthcare
Munich RE,Banks & Finance
Murata Seisakusho,Tech & Software
Murphy Oil,"Oil, Gas & Mining"
Murphy USA,Others
Muthoot Finance,Banks & Finance
Muyuan Foods,Food
MVV Energie,Others
Myers Industries,Manufacturing
Mynaric,Tech & Software
Mynaric,Media & telecommunication
Myovant Sciences,Others
MYR Group,Construction & Real Estate
MYR Group,Manufacturing
Myriad Genetics,Pharma & Healthcare
MYT Netherlands Parent (Mytheresa),Retail
MYT Netherlands Parent (Mytheresa),Tech & Software
MYT Netherlands Parent (Mytheresa),Consumer Goods & Clothing
MYT Netherlands Parent (Mytheresa),Consumer Goods & Clothing
MYT Netherlands Parent (Mytheresa),Tech & Software
N.B.I. Industrial Finance,Banks & Finance
N-Able,Tech & Software
N-Able,Tech & Software
Nabors Industries,"Oil, Gas & Mining"
Nabriva Therapeutics,Pharma & Healthcare
Nabriva Therapeutics,Pharma & Healthcare
NACCO Industries,"Oil, Gas & Mining"
NACL Industries,Chemicals
Nacon,Tech & Software
Nacon,Entertainment
Nam Tai Property,Construction & Real Estate
Nan Ya PCB,Tech & Software
Nan Ya Plastics,Chemicals
Nano Dimension,Tech & Software
NanoString Technologies,Others
NanoViricides,Pharma & Healthcare
NanoViricides,Pharma & Healthcare
Nano-X Imaging,Pharma & Healthcare
NantHealth,Pharma & Healthcare
NantKwest,Pharma & Healthcare
NantKwest,Pharma & Healthcare
Nanya Technology,Tech & Software
Nanya Technology,Tech & Software
NAPCO Security Technologies,Manufacturing
Nasdaq,Banks & Finance
Naspers,Entertainment
Naspers,Media & telecommunication
Natco Pharma,Pharma & Healthcare
Natera,Others
National Aluminum &amp; Alloy,Others
National Australia Bank,Banks & Finance
National Australia Bank,Banks & Finance
National Bank Holdings,Banks & Finance
National Bank Holdings,Banks & Finance
National Bank of Canada,Banks & Finance
National Bank of Canada,Banks & Finance
National Beverage,Food
National Energy Services Reunited,"Oil, Gas & Mining"
National Fertilizers,Others
National Fuel Gas,Others
National Grid,Electricity
National Health Investors,Others
National Healthcare,Pharma & Healthcare
National Instruments,Manufacturing
National Mineral Development Corporation,"Oil, Gas & Mining"
National Presto Industries,Manufacturing
National Retail Properties,Construction & Real Estate
National Retail Properties,Banks & Finance
National Shipping Company of Saudi Arabia (Bahri),Courier & transportation
National Storage,Others
National Vision Holdings,Others
National Western Life,Banks & Finance
Natura&Co,Others
Natural Health Trends,Tech & Software
Natural Health Trends,Tech & Software
Nature's Sunshine Products,Others
Naturgy,Others
NatWest Group,Banks & Finance
NatWest Group,Banks & Finance
Nautilus,Others
Nautilus Biotechnology,Pharma & Healthcare
Nautilus Biotechnology,Pharma & Healthcare
Naver,Tech & Software
Navient,Others
Navios Maritime Holdings,Courier & transportation
Navios Maritime Partners,Others
Navitas Semiconductor,Tech & Software
Navitas Semiconductor,Tech & Software
Navkar Corp,Courier & transportation
NBCC India,Others
NBT Bancorp,Banks & Finance
NBT Bancorp,Banks & Finance
nCino,Tech & Software
NCR Corporation,Tech & Software
NCR Corporation,Tech & Software
NCR Corporation,Tech & Software
NCS Multistage,"Oil, Gas & Mining"
NCsoft,Tech & Software
NCsoft,Entertainment
NEC Corp,Tech & Software
Nectar Lifesciences,Pharma & Healthcare
Neenah,Others
Nektar Therapeutics,Pharma & Healthcare
Nelco,Media & telecommunication
Nelnet,Others
Nemetschek,Tech & Software
Nemetschek,Tech & Software
Neoen,Others
Neogen,Others
NeoGenomics,Pharma & Healthcare
NeoPhotonics,Tech & Software
Neovasc,Pharma & Healthcare
Neowiz Games,Tech & Software
Neowiz Games,Entertainment
Neptune Wellness Solutions,Others
NerdWallet,Banks & Finance
NerdWallet,Tech & Software
Nerdy,Tech & Software
Nerdy,Tech & Software
Nerolac Paints,Chemicals
Neste,"Oil, Gas & Mining"
Neste,Manufacturing
Nestl√©,Food
NestlÈ India,Others
NestlÈ India,Others
Net Element,Banks & Finance
Net Element,Tech & Software
Net Element,Tech & Software
NetApp,Tech & Software
NetApp,Tech & Software
NetEase,Tech & Software
NetEase,Entertainment
Netflix,Tech & Software
Netflix,Entertainment
NETGEAR,Tech & Software
NetLink Trust,Media & telecommunication
Netmarble,Entertainment
NETSCOUT,Others
Netstreit,Construction & Real Estate
Netstreit,Banks & Finance
Network18,Media & telecommunication
Neuland Laboratories,Pharma & Healthcare
Neurocrine Biosciences,Pharma & Healthcare
Neurocrine Biosciences,Pharma & Healthcare
Nevro,Others
New China Life Insurance,Banks & Finance
New Fortress Energy,Others
New Found Gold,"Oil, Gas & Mining"
New Gold,Others
New Hope Liuhe,Others
New India Assurance,Banks & Finance
New Jersey Resources,Others
New Oriental,Others
New Pacific Metals,"Oil, Gas & Mining"
New Relic,Tech & Software
New Relic,Tech & Software
New Residential Investment,Construction & Real Estate
New Residential Investment,Banks & Finance
New Work,Tech & Software
New World Development Company,Construction & Real Estate
New York Community Bank,Banks & Finance
New York Mortgage Trust,Construction & Real Estate
New York Mortgage Trust,Banks & Finance
New York Times,Media & telecommunication
NewAge,Others
Newcrest Mining,"Oil, Gas & Mining"
Newegg,Retail
Newegg,Tech & Software
Newegg,Tech & Software
Newell Brands,Consumer Goods & Clothing
Newmark,Construction & Real Estate
Newmark,Tech & Software
NewMarket Corp,Others
Newmont,"Oil, Gas & Mining"
Newpark Resources,"Oil, Gas & Mining"
News Corp,Media & telecommunication
Newtek,Banks & Finance
Nexa Resources,"Oil, Gas & Mining"
Nexans,Others
NexGen Energy,"Oil, Gas & Mining"
Nexi,Others
Nexon,Tech & Software
Nexon,Entertainment
NexPoint Residential,Construction & Real Estate
NexPoint Residential,Banks & Finance
Nexstar Media Group,Others
Nextdoor,Tech & Software
Nextera Energy,Electricity
NextEra Energy Partners,Others
Nexters,Tech & Software
Nexters,Entertainment
NexTier Oilfield,"Oil, Gas & Mining"
NGL Energy Partners,Others
NHPC Limited,Electricity
NI Holdings,Banks & Finance
NIBE Industrier,Others
NICE,Tech & Software
NICE,Tech & Software
Nicolet Bankshares,Banks & Finance
Nicolet Bankshares,Banks & Finance
Nidec,Manufacturing
Nielsen,Others
Nike,Consumer Goods & Clothing
Nikola,Manufacturing
Nikon,Tech & Software
Nilkamal,Others
Nine Energy Service,"Oil, Gas & Mining"
Nintendo,Tech & Software
Nintendo,Entertainment
NIO,Manufacturing
Nippon Building Fund,Construction & Real Estate
Nippon Building Fund,Banks & Finance
Nippon Express,Courier & transportation
Nippon Paint,Chemicals
Nippon Prologis REIT,Construction & Real Estate
Nippon Prologis REIT,Banks & Finance
Nippon Shinyaku,Pharma & Healthcare
Nippon Steel,"Oil, Gas & Mining"
Nippon Telegraph & Telephone,Media & telecommunication
Nippon Y≈´sen,Courier & transportation
NiSource,Electricity
Nissan,Manufacturing
Nissan,Manufacturing
Nissan Chemical,Chemicals
Nisshin Seifun Group,Others
Nissin Foods,Food
Nitori Holdings,Retail
Nitto Denko,Others
NIU,Others
NLC India,"Oil, Gas & Mining"
NLC India,Electricity
nLIGHT,Tech & Software
nLIGHT,Tech & Software
NMI Holdings,Banks & Finance
NN Group,Others
"NN, Inc.",Others
Noble Corporation,"Oil, Gas & Mining"
Nok Air,Courier & transportation
Nok Air,Courier & transportation
Nokia,Tech & Software
Nokian Tyres,Others
Nomad Foods,Food
Nomura Holdings,Others
Nomura Real Estate Master Fund,Construction & Real Estate
Nomura Real Estate Master Fund,Banks & Finance
Nomura Research Institute,Tech & Software
Nongfu Spring,Food
Nongshim,Food
Nordea Bank,Banks & Finance
Nordea Bank,Banks & Finance
Nordex,Others
Nordic American Tankers,"Oil, Gas & Mining"
Nordic American Tankers,Courier & transportation
Nordic Semiconductor,Tech & Software
Nordic Semiconductor,Tech & Software
Nordson,Others
Nordstrom,Retail
Nordstrom,Consumer Goods & Clothing
Norfolk Southern,Courier & transportation
Norma Group,Others
Nornickel,"Oil, Gas & Mining"
Norsk Hydro,Others
North American Construction Group,Construction & Real Estate
Northeast Bank,Banks & Finance
Northeast Bank,Banks & Finance
Northern Dynasty Minerals,"Oil, Gas & Mining"
Northern Oil and Gas,"Oil, Gas & Mining"
Northern Trust,Banks & Finance
Northfield Bancorp,Banks & Finance
Northfield Bancorp,Banks & Finance
Northrim BanCorp,Banks & Finance
Northrim BanCorp,Banks & Finance
Northrop Grumman,Manufacturing
Northrop Grumman,Manufacturing
Northwest Bank,Banks & Finance
Northwest Bank,Banks & Finance
Northwest Pipe Company,Construction & Real Estate
Northwest Pipe Company,Manufacturing
NorthWestern Corporation,"Oil, Gas & Mining"
NorthWestern Corporation,Electricity
NortonLifeLock,Tech & Software
NortonLifeLock,Tech & Software
Norway Royal Salmon,Food
Norwegian Air Shuttle,Courier & transportation
Norwegian Air Shuttle,Courier & transportation
Norwegian Cruise Line,Courier & transportation
NOS,Media & telecommunication
NOS,Media & telecommunication
NOV,"Oil, Gas & Mining"
Nova Measuring Instruments,Others
NovaGold Resources,Others
Novanta,Others
Novartis,Pharma & Healthcare
Novartis,Pharma & Healthcare
Novatek,"Oil, Gas & Mining"
Novatek Microelectronics,Tech & Software
Novatek Microelectronics,Tech & Software
Novavax,Pharma & Healthcare
Novavax,Pharma & Healthcare
Novo Nordisk,Pharma & Healthcare
Novo Nordisk,Pharma & Healthcare
Novocure,Pharma & Healthcare
Novolipetsk Steel,"Oil, Gas & Mining"
Novozymes,Others
NOW Inc.,"Oil, Gas & Mining"
NRG Energy,"Oil, Gas & Mining"
NRx Pharmaceuticals,Pharma & Healthcare
NRx Pharmaceuticals,Pharma & Healthcare
nternational Bancshares Corp,Others
NTPC Limited,Others
NTT Data,Tech & Software
Nu Holdings,Banks & Finance
Nu Holdings,Banks & Finance
Nu Skin,Others
Nuance Communications,Tech & Software
Nuance Communications,Tech & Software
NuCana,Pharma & Healthcare
NuCana,Pharma & Healthcare
Nucleus Software Exports,Tech & Software
Nucleus Software Exports,Tech & Software
Nucor,"Oil, Gas & Mining"
N¸rnberger Versicherung,Others
N¸rnberger Versicherung,Others
Nusantara Pelabuhan Handal,Others
NuStar Energy,Others
Nutanix,Tech & Software
Nutanix,Tech & Software
Nutrien,"Oil, Gas & Mining"
